ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	long_nb	short1_nb	short2_nb
51	1	2	2	0.000000	24.000000	24.000000	0.000000	0.000000	0	0	0
52	19	2	1	0.000000	24.421053	24.421053	0.000000	0.000000	0	0	0
53	2	1	1	0.000000	29.500000	29.500000	0.000000	0.000000	0	0	0
54	1	2	2	0.000000	51.000000	51.000000	0.000000	0.000000	0	0	0
55	1	1	1	0.000000	31.000000	31.000000	0.000000	0.000000	0	0	0
56	1	1	2	0.000000	33.000000	33.000000	0.000000	0.000000	0	0	0
57	2	1	2	0.000000	48.500000	48.500000	0.000000	0.000000	0	0	0
58	1	3	2	0.000000	55.000000	55.000000	0.000000	0.000000	0	0	0
59	4	1	1	0.000000	33.000000	33.000000	0.000000	0.000000	0	0	0
60	35	2	2	0.000000	31.342857	30.657143	0.000000	0.000000	0	0	0
61	18	1	1	0.000000	15.888889	15.888889	0.000000	0.000000	0	0	0
62	1	2	2	0.000000	17.000000	17.000000	0.000000	0.000000	0	0	0
63	1	1	1	0.000000	16.000000	16.000000	0.000000	0.000000	0	0	0
64	1	2	2	0.000000	17.000000	17.000000	0.000000	0.000000	0	0	0
65	1	3	2	0.000000	17.000000	17.000000	0.000000	0.000000	0	0	0
66	22	1	1	0.000000	15.409091	15.409091	0.000000	0.000000	0	0	0
67	1	2	2	0.000000	33.000000	33.000000	0.000000	0.000000	0	0	0
68	25	2	1	0.000000	17.440000	16.840000	0.000000	0.000000	0	0	0
69	1	1	1	0.000000	16.000000	16.000000	0.000000	0.000000	0	0	0
70	2	2	2	0.000000	17.500000	17.500000	0.000000	0.000000	0	0	0
71	1	1	1	0.000000	16.000000	16.000000	0.000000	0.000000	0	0	0
72	1	3	3	0.000000	17.000000	17.000000	0.000000	0.000000	0	0	0
73	1	2	3	0.000000	38.000000	38.000000	0.000000	0.000000	0	0	0
74	1	2	2	0.000000	16.000000	16.000000	0.000000	0.000000	0	0	0
75	4	1	1	0.000000	13.750000	13.750000	0.000000	0.000000	0	0	0
76	1	2	2	0.000000	26.000000	26.000000	0.000000	0.000000	0	0	0
77	10	1	1	0.000000	26.100000	26.100000	0.000000	0.000000	0	0	0
78	1	2	2	0.000000	40.000000	40.000000	0.000000	0.000000	0	0	0
79	11	1	1	0.000000	24.363636	23.454545	0.000000	0.000000	0	0	0
80	3	1	2	0.000000	26.000000	26.000000	0.000000	0.000000	0	0	0
81	1	2	2	0.000000	31.000000	31.000000	0.000000	0.000000	0	0	0
82	2	1	1	0.000000	25.000000	25.000000	0.000000	0.000000	0	0	0
83	1	2	2	0.000000	26.000000	26.000000	0.000000	0.000000	0	0	0
84	14	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
85	13	2	2	0.000000	26.000000	25.000000	0.000000	0.000000	0	0	0
86	3	2	1	0.000000	1.333333	1.333333	0.000000	0.000000	0	0	0
87	1	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
88	1	2	2	0.000000	3.000000	2.000000	0.000000	0.000000	0	0	0
89	2	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
90	21	2	2	0.000000	20.952381	20.523810	0.000000	0.000000	0	0	0
91	5	2	1	0.000000	17.600000	16.600000	0.000000	0.000000	0	0	0
92	11	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
93	1	2	2	0.000000	18.000000	18.000000	0.000000	0.000000	0	0	0
94	1	1	1	0.000000	17.000000	17.000000	0.000000	0.000000	0	0	0
95	22	1	2	0.000000	16.727273	16.454545	0.000000	0.000000	0	0	0
96	1	2	2	0.000000	31.000000	30.000000	0.000000	0.000000	0	0	0
97	1	2	3	0.000000	20.000000	19.000000	0.000000	0.000000	0	0	0
98	1	3	3	0.000000	18.000000	17.000000	0.000000	0.000000	0	0	0
99	5	1	1	0.000000	15.200000	14.600000	0.000000	0.000000	0	0	0
100	7	1	1	0.000000	17.142857	12.714286	0.000000	0.000000	0	0	0
101	2	2	2	0.000000	38.000000	34.000000	0.000000	0.000000	0	0	0
102	5	1	1	0.000000	18.600000	18.600000	0.000000	0.000000	0	0	0
103	32	1	1	0.000000	16.656250	16.312500	0.000000	0.000000	0	0	0
104	1	1	2	0.000000	19.000000	19.000000	0.000000	0.000000	0	0	0
105	1	2	2	0.000000	40.000000	40.000000	0.000000	0.000000	0	0	0
106	3	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
107	2	2	2	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
108	22	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
109	3	1	2	0.000000	23.666667	23.666667	0.000000	0.000000	0	0	0
110	1	2	2	0.000000	41.000000	41.000000	0.000000	0.000000	0	0	0
111	2	1	1	0.000000	22.500000	22.500000	0.000000	0.000000	0	0	0
112	14	1	2	0.000000	22.000000	22.000000	0.000000	0.000000	0	0	0
113	1	2	2	0.000000	44.000000	42.000000	0.000000	0.000000	0	0	0
114	1	2	2	0.000000	42.000000	20.000000	0.000000	0.000000	0	0	0
115	1	2	2	0.000000	22.000000	22.000000	0.000000	0.000000	0	0	0
116	12	1	1	0.000000	17.250000	16.666667	0.000000	0.000000	0	0	0
117	2	2	2	0.000000	31.500000	29.500000	0.000000	0.000000	0	0	0
118	10	1	1	0.000000	17.700000	17.500000	0.000000	0.000000	0	0	0
119	3	1	1	0.000000	18.000000	17.000000	0.000000	0.000000	0	0	0
120	1	2	2	0.000000	38.000000	36.000000	0.000000	0.000000	0	0	0
121	10	2	1	0.000000	20.900000	20.200000	0.000000	0.000000	0	0	0
122	2	2	1	0.000000	21.500000	21.500000	0.000000	0.000000	0	0	0
123	4	1	1	0.000000	22.000000	22.000000	0.000000	0.000000	0	0	0
124	1	1	2	0.000000	23.000000	23.000000	0.000000	0.000000	0	0	0
125	1	2	2	0.000000	23.000000	23.000000	0.000000	0.000000	0	0	0
126	1	2	1	0.000000	22.000000	22.000000	0.000000	0.000000	0	0	0
127	2	1	2	0.000000	57.500000	45.000000	0.000000	0.000000	0	0	0
128	1	3	2	0.000000	64.000000	31.000000	0.000000	0.000000	0	0	0
129	1	2	1	0.000000	28.000000	28.000000	0.000000	0.000000	0	0	0
130	2	2	2	0.000000	24.000000	24.000000	0.000000	0.000000	0	0	0
131	2	2	1	0.000000	24.000000	24.000000	0.000000	0.000000	0	0	0
132	1	1	1	0.000000	23.000000	23.000000	0.000000	0.000000	0	0	0
133	3	3	2	0.000000	23.333333	23.333333	0.000000	0.000000	0	0	0
134	1	1	1	0.000000	20.000000	19.000000	0.000000	0.000000	0	0	0
135	1	2	3	0.000000	44.000000	42.000000	0.000000	0.000000	0	0	0
136	1	1	2	0.000000	45.000000	44.000000	0.000000	0.000000	0	0	0
137	3	2	2	0.000000	43.333333	31.666667	0.000000	0.000000	0	0	0
138	5	1	1	0.000000	18.600000	16.600000	0.000000	0.000000	0	0	0
139	13	1	1	0.000000	19.000000	19.000000	0.000000	0.000000	0	0	0
140	1	2	2	0.000000	20.000000	20.000000	0.000000	0.000000	0	0	0
141	32	1	1	0.000000	20.000000	20.000000	0.000000	0.000000	0	0	0
142	11	3	2	0.000000	49.090909	37.363636	0.000000	0.000000	0	0	0
143	4	1	1	0.000000	23.750000	23.750000	0.000000	0.000000	0	0	0
144	9	1	2	0.000000	22.666667	22.666667	0.000000	0.000000	0	0	0
145	1	2	2	0.000000	23.000000	23.000000	0.000000	0.000000	0	0	0
146	41	1	1	0.000000	17.658537	17.658537	0.000000	0.000000	0	0	0
147	31	2	2	0.000000	24.419355	23.709677	0.000000	0.000000	0	0	0
148	1	2	2	0.000000	26.000000	26.000000	0.000000	0.000000	0	0	0
149	1	2	1	0.000000	25.000000	25.000000	0.000000	0.000000	0	0	0
150	3	1	1	0.000000	22.000000	22.000000	0.000000	0.000000	0	0	0
151	1	2	2	0.000000	23.000000	23.000000	0.000000	0.000000	0	0	0
152	2	1	1	0.000000	23.000000	23.000000	0.000000	0.000000	0	0	0
153	1	1	1	0.000000	24.000000	24.000000	0.000000	0.000000	0	0	0
154	3	2	3	0.000000	38.333333	37.666667	0.000000	0.000000	0	0	0
155	1	1	2	0.000000	25.000000	1.000000	0.000000	0.000000	0	0	0
156	2	2	2	0.000000	26.000000	2.000000	0.000000	0.000000	0	0	0
157	1	3	2	0.000000	31.000000	29.000000	0.000000	0.000000	0	0	0
158	1	1	1	0.000000	29.000000	27.000000	0.000000	0.000000	0	0	0
159	11	2	1	0.000000	28.090909	27.090909	0.000000	0.000000	0	0	0
160	8	1	1	0.000000	25.375000	25.375000	0.000000	0.000000	0	0	0
161	1	2	2	0.000000	26.000000	26.000000	0.000000	0.000000	0	0	0
162	2	1	1	0.000000	24.000000	24.000000	0.000000	0.000000	0	0	0
163	3	1	2	0.000000	24.000000	24.000000	0.000000	0.000000	0	0	0
164	1	2	3	0.000000	43.000000	43.000000	0.000000	0.000000	0	0	0
165	8	1	1	0.000000	24.500000	24.500000	0.000000	0.000000	0	0	0
166	1	2	2	0.000000	25.000000	25.000000	0.000000	0.000000	0	0	0
167	7	1	1	0.000000	21.714286	20.571429	0.000000	0.000000	0	0	0
168	1	2	2	0.000000	21.000000	19.000000	0.000000	0.000000	0	0	0
169	1	2	2	0.000000	21.000000	19.000000	0.000000	0.000000	0	0	0
170	2	1	1	0.000000	20.000000	18.000000	0.000000	0.000000	0	0	0
171	1	1	2	0.000000	21.000000	19.000000	0.000000	0.000000	0	0	0
172	1	2	2	0.000000	21.000000	19.000000	0.000000	0.000000	0	0	0
173	1	2	2	0.000000	21.000000	19.000000	0.000000	0.000000	0	0	0
174	1	1	1	0.000000	20.000000	20.000000	0.000000	0.000000	0	0	0
175	1	2	3	0.000000	66.000000	66.000000	0.000000	0.000000	0	0	0
176	3	1	1	0.000000	16.333333	16.333333	0.000000	0.000000	0	0	0
177	1	2	2	0.000000	17.000000	17.000000	0.000000	0.000000	0	0	0
178	29	1	1	0.000000	11.103448	11.103448	0.000000	0.000000	0	0	0
179	5	1	1	0.000000	12.600000	11.600000	0.000000	0.000000	0	0	0
180	1	2	3	0.000000	26.000000	25.000000	0.000000	0.000000	0	0	0
181	1	2	1	0.000000	24.000000	23.000000	0.000000	0.000000	0	0	0
182	1	2	1	0.000000	15.000000	15.000000	0.000000	0.000000	0	0	0
183	3	1	1	0.000000	14.000000	14.000000	0.000000	0.000000	0	0	0
184	1	2	2	0.000000	15.000000	15.000000	0.000000	0.000000	0	0	0
185	41	2	1	0.000000	13.634146	12.878049	0.000000	0.000000	0	0	0
186	4	1	1	0.000000	13.500000	13.000000	0.000000	0.000000	0	0	0
187	1	2	2	0.000000	24.000000	24.000000	0.000000	0.000000	0	0	0
188	1	2	1	0.000000	14.000000	14.000000	0.000000	0.000000	0	0	0
189	13	1	1	0.000000	13.538462	12.846154	0.000000	0.000000	0	0	0
190	1	1	1	0.000000	15.000000	15.000000	0.000000	0.000000	0	0	0
191	4	2	2	0.000000	16.000000	15.750000	0.000000	0.000000	0	0	0
192	5	1	1	0.000000	16.000000	14.400000	0.000000	0.000000	0	0	0
193	3	2	2	0.000000	18.000000	14.000000	0.000000	0.000000	0	0	0
194	6	1	1	0.000000	17.000000	13.666667	0.000000	0.000000	0	0	0
195	2	1	2	0.000000	21.500000	21.500000	0.000000	0.000000	0	0	0
196	1	2	2	0.000000	32.000000	32.000000	0.000000	0.000000	0	0	0
197	11	1	1	0.000000	21.181818	21.181818	0.000000	0.000000	0	0	0
198	3	2	2	0.000000	20.000000	20.000000	0.000000	0.000000	0	0	0
199	1	2	2	0.000000	22.000000	22.000000	0.000000	0.000000	0	0	0
200	2	1	1	0.000000	19.000000	19.000000	0.000000	0.000000	0	0	0
201	1	2	2	0.000000	20.000000	20.000000	0.000000	0.000000	0	0	0
202	7	1	1	0.000000	18.714286	18.714286	0.000000	0.000000	0	0	0
203	1	1	2	0.000000	19.000000	19.000000	0.000000	0.000000	0	0	0
204	1	2	2	0.000000	20.000000	20.000000	0.000000	0.000000	0	0	0
205	5	1	1	0.000000	18.200000	18.200000	0.000000	0.000000	0	0	0
206	1	2	2	0.000000	18.000000	18.000000	0.000000	0.000000	0	0	0
207	14	2	1	0.000000	18.071429	18.071429	0.000000	0.000000	0	0	0
208	4	1	1	0.000000	17.750000	17.750000	0.000000	0.000000	0	0	0
209	1	3	2	0.000000	39.000000	39.000000	0.000000	0.000000	0	0	0
210	8	1	1	0.000000	18.625000	18.625000	0.000000	0.000000	0	0	0
211	1	2	2	0.000000	36.000000	36.000000	0.000000	0.000000	0	0	0
212	2	1	1	0.000000	20.000000	20.000000	0.000000	0.000000	0	0	0
213	1	1	2	0.000000	21.000000	21.000000	0.000000	0.000000	0	0	0
214	1	2	2	0.000000	24.000000	23.000000	0.000000	0.000000	0	0	0
215	2	1	1	0.000000	21.000000	20.000000	0.000000	0.000000	0	0	0
216	2	1	2	0.000000	21.500000	20.500000	0.000000	0.000000	0	0	0
217	1	1	4	0.000000	54.000000	32.000000	0.000000	0.000000	0	0	0
218	1	2	1	0.000000	22.000000	22.000000	0.000000	0.000000	0	0	0
219	2	1	1	0.000000	21.000000	21.000000	0.000000	0.000000	0	0	0
220	8	1	2	0.000000	23.500000	22.500000	0.000000	0.000000	0	0	0
221	1	2	2	0.000000	27.000000	26.000000	0.000000	0.000000	0	0	0
222	12	1	1	0.000000	25.666667	25.000000	0.000000	0.000000	0	0	0
223	5	1	1	0.000000	24.000000	23.400000	0.000000	0.000000	0	0	0
224	3	1	2	0.000000	24.666667	24.666667	0.000000	0.000000	0	0	0
225	4	1	2	0.000000	25.000000	24.250000	0.000000	0.000000	0	0	0
226	1	1	2	0.000000	37.000000	36.000000	0.000000	0.000000	0	0	0
227	1	1	2	0.000000	103.000000	77.000000	0.000000	0.000000	0	0	0
228	3	3	4	0.000000	151.000000	80.000000	0.000000	0.000000	0	0	0
229	1	2	1	0.000000	107.000000	83.000000	0.000000	0.000000	0	0	0
230	1	2	2	0.000000	114.000000	80.000000	0.000000	0.000000	0	0	0
231	2	1	2	0.000000	129.000000	125.000000	0.000000	0.000000	0	0	0
232	1	3	2	0.000000	137.000000	134.000000	0.000000	0.000000	0	0	0
233	2	3	1	0.000000	97.500000	97.500000	0.000000	0.000000	0	0	0
234	1	1	1	0.000000	93.000000	93.000000	0.000000	0.000000	0	0	0
235	1	2	2	0.000000	101.000000	101.000000	0.000000	0.000000	0	0	0
236	1	2	2	0.000000	107.000000	107.000000	0.000000	0.000000	0	0	0
237	1	2	2	0.000000	139.000000	130.000000	0.000000	0.000000	0	0	0
238	2	2	1	0.000000	132.000000	90.500000	0.000000	0.000000	0	0	0
239	7	1	1	0.000000	19.571429	19.571429	0.000000	0.000000	0	0	0
240	4	1	2	0.000000	18.750000	18.250000	0.000000	0.000000	0	0	0
241	1	2	2	0.000000	20.000000	18.000000	0.000000	0.000000	0	0	0
242	5	2	1	0.000000	18.200000	16.200000	0.000000	0.000000	0	0	0
243	2	2	1	0.000000	17.500000	15.500000	0.000000	0.000000	0	0	0
244	4	2	1	0.000000	15.500000	14.500000	0.000000	0.000000	0	0	0
245	1	1	1	0.000000	14.000000	14.000000	0.000000	0.000000	0	0	0
246	2	1	1	0.000000	68.000000	41.000000	0.000000	0.000000	0	0	0
247	1	2	2	0.000000	68.000000	52.000000	0.000000	0.000000	0	0	0
248	2	1	1	0.000000	67.500000	54.000000	0.000000	0.000000	0	0	0
249	2	1	2	0.000000	71.000000	27.000000	0.000000	0.000000	0	0	0
250	1	2	2	0.000000	72.000000	40.000000	0.000000	0.000000	0	0	0
251	1	3	1	0.000000	71.000000	41.000000	0.000000	0.000000	0	0	0
252	2	2	1	0.000000	67.000000	38.000000	0.000000	0.000000	0	0	0
253	3	3	2	0.000000	49.666667	20.000000	0.000000	0.000000	0	0	0
254	2	1	2	0.000000	51.000000	41.000000	0.000000	0.000000	0	0	0
255	1	2	3	0.000000	152.000000	123.000000	0.000000	0.000000	0	0	0
256	10	1	1	0.000000	4.500000	4.500000	0.000000	0.000000	0	0	0
257	2	1	2	0.000000	6.000000	6.000000	0.000000	0.000000	0	0	0
258	1	2	2	0.000000	22.000000	22.000000	0.000000	0.000000	0	0	0
259	1	1	1	0.000000	6.000000	6.000000	0.000000	0.000000	0	0	0
260	1	2	2	0.000000	7.000000	7.000000	0.000000	0.000000	0	0	0
261	2	2	2	0.000000	24.000000	24.000000	0.000000	0.000000	0	0	0
262	1	6	4	0.000000	302.000000	26.000000	0.000000	0.000000	0	0	0
263	1	3	2	0.000000	27.000000	27.000000	0.000000	0.000000	0	0	0
264	2	1	1	0.000000	6.000000	6.000000	0.000000	0.000000	0	0	0
265	1	2	2	0.000000	22.000000	22.000000	0.000000	0.000000	0	0	0
266	72	1	1	0.000000	4.888889	4.888889	0.000000	0.000000	0	0	0
267	1	2	3	0.000000	61.000000	61.000000	0.000000	0.000000	0	0	0
268	3	1	1	0.000000	14.333333	14.333333	0.000000	0.000000	0	0	0
269	1	2	2	0.000000	43.000000	43.000000	0.000000	0.000000	0	0	0
270	1	2	1	0.000000	29.000000	28.000000	0.000000	0.000000	0	0	0
271	44	1	1	0.000000	12.727273	12.250000	0.000000	0.000000	0	0	0
272	2	2	2	0.000000	33.500000	33.500000	0.000000	0.000000	0	0	0
273	2	2	1	0.000000	13.000000	13.000000	0.000000	0.000000	0	0	0
274	6	1	1	0.000000	10.500000	10.500000	0.000000	0.000000	0	0	0
275	5	1	2	0.000000	26.400000	26.400000	0.000000	0.000000	0	0	0
276	0	2	2	Inf	Inf	Inf	Inf	Inf	0	0	0
277	1	2	2	0.000000	29.000000	29.000000	0.000000	0.000000	0	0	0
278	1	1	1	0.000000	13.000000	13.000000	0.000000	0.000000	0	0	0
279	1	2	3	0.000000	15.000000	14.000000	0.000000	0.000000	0	0	0
280	14	1	1	0.000000	15.928571	13.285714	0.000000	0.000000	0	0	0
281	1	1	4	0.000000	402.000000	142.000000	0.000000	0.000000	0	0	0
282	1	3	2	0.000000	367.000000	134.000000	0.000000	0.000000	0	0	0
283	2	3	3	0.000000	182.500000	81.500000	0.000000	0.000000	0	0	0
284	1	6	3	0.000000	357.000000	112.000000	0.000000	0.000000	0	0	0
285	1	1	1	0.000000	137.000000	87.000000	0.000000	0.000000	0	0	0
286	2	2	2	0.000000	139.000000	64.500000	0.000000	0.000000	0	0	0
287	1	1	3	0.000000	125.000000	70.000000	0.000000	0.000000	0	0	0
288	1	2	3	0.000000	142.000000	78.000000	0.000000	0.000000	0	0	0
289	1	1	2	0.000000	158.000000	75.000000	0.000000	0.000000	0	0	0
290	1	4	5	0.000000	141.000000	46.000000	0.000000	0.000000	0	0	0
291	1	2	1	0.000000	27.000000	27.000000	0.000000	0.000000	0	0	0
292	3	2	1	0.000000	26.000000	26.000000	0.000000	0.000000	0	0	0
293	2	1	1	0.000000	21.000000	21.000000	0.000000	0.000000	0	0	0
294	1	2	1	0.000000	150.000000	98.000000	0.000000	0.000000	0	0	0
295	1	2	1	0.000000	117.000000	79.000000	0.000000	0.000000	0	0	0
296	3	1	1	0.000000	81.666667	67.000000	0.000000	0.000000	0	0	0
297	3	2	2	0.000000	91.333333	53.666667	0.000000	0.000000	0	0	0
298	3	2	3	0.000000	101.666667	27.000000	0.000000	0.000000	0	0	0
299	2	2	2	0.000000	72.000000	25.500000	0.000000	0.000000	0	0	0
300	2	1	1	0.000000	74.000000	24.500000	0.000000	0.000000	0	0	0
301	1	4	3	0.000000	146.000000	40.000000	0.000000	0.000000	0	0	0
302	1	3	4	0.000000	161.000000	25.000000	0.000000	0.000000	0	0	0
303	1	2	1	0.000000	160.000000	56.000000	0.000000	0.000000	0	0	0
304	1	1	2	0.000000	129.000000	95.000000	0.000000	0.000000	0	0	0
305	1	3	2	0.000000	131.000000	93.000000	0.000000	0.000000	0	0	0
306	11	2	2	0.000000	11.090909	11.090909	0.000000	0.000000	0	0	0
307	28	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
308	3	1	2	0.000000	17.000000	16.000000	0.000000	0.000000	0	0	0
309	21	1	2	0.000000	16.714286	16.523810	0.000000	0.000000	0	0	0
310	1	2	2	0.000000	39.000000	39.000000	0.000000	0.000000	0	0	0
311	1	1	1	0.000000	16.000000	16.000000	0.000000	0.000000	0	0	0
312	2	2	2	0.000000	15.000000	15.000000	0.000000	0.000000	0	0	0
313	3	2	1	0.000000	13.333333	12.333333	0.000000	0.000000	0	0	0
314	1	1	1	0.000000	12.000000	11.000000	0.000000	0.000000	0	0	0
315	1	2	2	0.000000	39.000000	38.000000	0.000000	0.000000	0	0	0
316	2	2	2	0.000000	13.000000	12.000000	0.000000	0.000000	0	0	0
317	1	1	1	0.000000	12.000000	11.000000	0.000000	0.000000	0	0	0
318	3	1	2	0.000000	13.000000	12.000000	0.000000	0.000000	0	0	0
319	1	2	2	0.000000	14.000000	14.000000	0.000000	0.000000	0	0	0
320	1	2	2	0.000000	36.000000	36.000000	0.000000	0.000000	0	0	0
321	1	1	1	0.000000	13.000000	13.000000	0.000000	0.000000	0	0	0
322	9	1	2	0.000000	13.666667	13.666667	0.000000	0.000000	0	0	0
323	5	1	2	0.000000	17.000000	17.000000	0.000000	0.000000	0	0	0
324	1	2	2	0.000000	19.000000	19.000000	0.000000	0.000000	0	0	0
325	20	2	1	0.000000	9.900000	9.900000	0.000000	0.000000	0	0	0
326	10	1	1	0.000000	9.700000	9.700000	0.000000	0.000000	0	0	0
327	1	6	5	0.000000	305.000000	47.000000	0.000000	0.000000	0	0	0
328	1	5	6	0.000000	317.000000	68.000000	0.000000	0.000000	0	0	0
329	1	3	2	0.000000	32.000000	31.000000	0.000000	0.000000	0	0	0
330	3	2	2	0.000000	13.666667	13.000000	0.000000	0.000000	0	0	0
331	1	2	2	0.000000	14.000000	13.000000	0.000000	0.000000	0	0	0
332	11	1	1	0.000000	13.545455	12.363636	0.000000	0.000000	0	0	0
333	1	3	3	0.000000	18.000000	16.000000	0.000000	0.000000	0	0	0
334	7	1	1	0.000000	13.857143	13.000000	0.000000	0.000000	0	0	0
335	1	2	2	0.000000	33.000000	33.000000	0.000000	0.000000	0	0	0
336	1	2	2	0.000000	37.000000	37.000000	0.000000	0.000000	0	0	0
337	10	1	1	0.000000	13.900000	13.900000	0.000000	0.000000	0	0	0
338	1	2	2	0.000000	41.000000	40.000000	0.000000	0.000000	0	0	0
339	4	1	1	0.000000	15.000000	15.000000	0.000000	0.000000	0	0	0
340	1	2	2	0.000000	27.000000	26.000000	0.000000	0.000000	0	0	0
341	19	1	1	0.000000	14.789474	14.210526	0.000000	0.000000	0	0	0
342	2	2	2	0.000000	19.000000	19.000000	0.000000	0.000000	0	0	0
343	1	2	1	0.000000	19.000000	19.000000	0.000000	0.000000	0	0	0
344	4	1	1	0.000000	18.000000	18.000000	0.000000	0.000000	0	0	0
345	1	2	2	0.000000	19.000000	19.000000	0.000000	0.000000	0	0	0
346	19	2	1	0.000000	14.947368	14.947368	0.000000	0.000000	0	0	0
347	11	2	1	0.000000	19.363636	19.363636	0.000000	0.000000	0	0	0
348	26	2	1	0.000000	20.730769	20.730769	0.000000	0.000000	0	0	0
349	1	2	1	0.000000	16.000000	16.000000	0.000000	0.000000	0	0	0
350	4	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
351	1	2	2	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
352	6	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
353	17	2	2	0.000000	18.117647	18.117647	0.000000	0.000000	0	0	0
354	10	1	1	0.000000	17.900000	17.900000	0.000000	0.000000	0	0	0
355	1	2	2	0.000000	21.000000	21.000000	0.000000	0.000000	0	0	0
